,rules,support,confidence,lift,,
108,{SBGR_0=medium} => {SBEG_2=low},0.3331097765,0.9332137672,0.995389582,,
171,{SBGR_0=high} => {SBBE_1=low},0.3678322105,0.8676830145,0.9949872728,,
102,{SBGR_0=medium} => {SBEG_0=low},0.2846690851,0.7975061918,0.9943591779,,
170,{SBGR_0=high} => {SBBE_3=low},0.3571319696,0.8424421113,0.9917681804,,
107,{SBGR_0=medium} => {SBEG_1=low},0.3151541018,0.8829105816,0.9913100975,,
100,{SBGR_0=medium} => {SBBE_0=low},0.2643355791,0.7405414638,0.989812633,,
173,{SBGR_0=high} => {SBBE_2=low},0.3702405268,0.8733640155,0.9880655217,,
172,{SBGR_0=high} => {SBBE_4=low},0.3676188154,0.8671796347,0.9869919002,,
167,{SBGR_0=high} => {SBBE_0=low},0.3124714203,0.7370919028,0.9852019268,,
163,{SBGR_0=high} => {SBFL_4=low},0.2784806268,0.656910686,0.9668270475,,
153,{SBGR_0=high} => {SBVT_4=low},0.2296741152,0.5417805264,0.9619500193,,
168,{SBGR_0=high} => {SBGO_4=low},0.3040575557,0.717244355,0.9518860127,,
161,{SBGR_0=high} => {SBFL_3=low},0.2676584459,0.6313821372,0.9417619246,,
166,{SBGR_0=high} => {SBGO_3=low},0.2914062738,0.6874011218,0.937346982,,
164,{SBGR_0=high} => {SBGO_1=low},0.2781148066,0.6560477492,0.9359515642,,
162,{SBGR_0=high} => {SBFL_2=low},0.2681157211,0.6324608083,0.934616267,,
152,{SBGR_0=high} => {SBFZ_0=low},0.2158644026,0.5092046599,0.9293112528,,
147,{SBGR_0=high} => {SBRF_3=low},0.192726275,0.4546239034,0.9277155771,,
74,{SBGR_0=medium} => {SBBR_3=high},0.1432490931,0.4013152276,0.9270011556,,
165,{SBGR_0=high} => {SBGO_2=low},0.2830533793,0.6676973968,0.924467234,,
146,{SBGR_0=high} => {SBRF_4=low},0.1882449776,0.4440529268,0.9192394395,,
144,{SBGR_0=high} => {SBRF_2=low},0.1845867756,0.4354235582,0.9177664318,,
156,{SBGR_0=high} => {SBFZ_1=low},0.2300094504,0.5425715518,0.9169014793,,
140,{SBGR_0=high} => {SBKP_4=low},0.1701673627,0.4014094635,0.9133269496,,
151,{SBGR_0=high} => {SBVT_3=low},0.2075115081,0.4895009348,0.9130095619,,
158,{SBGR_0=high} => {SBFL_0=low},0.2386367101,0.5629224795,0.9079332331,,
154,{SBGR_0=high} => {SBFZ_3=low},0.2208334604,0.5209262189,0.9014529837,,
157,{SBGR_0=high} => {SBFZ_4=low},0.2315032162,0.5460952107,0.9010845672,,
159,{SBGR_0=high} => {SBGO_0=low},0.2416242417,0.5699697972,0.9006560652,,
145,{SBGR_0=high} => {SBRF_1=low},0.1803188733,0.4253559615,0.8947067396,,
76,{SBGR_0=medium} => {SBGR_4=high},0.1444989788,0.4048168076,0.8928397592,,
160,{SBGR_0=high} => {SBFL_1=low},0.2506782916,0.5913274845,0.8921587469,,
155,{SBGR_0=high} => {SBFZ_2=low},0.2228454715,0.5256723716,0.8899019872,,
149,{SBGR_0=high} => {SBVT_1=low},0.1918422096,0.4525384726,0.8880485473,,
150,{SBGR_0=high} => {SBVT_2=low},0.1922385148,0.4534733209,0.88306829,,
148,{SBGR_0=high} => {SBVT_0=low},0.1844343505,0.4350640012,0.859257296,,
