,rules,support,confidence,lift
156,{SBPA_0=high} => {SBFZ_1=low},0.189068073,0.5416120863,0.9152800611
144,{SBPA_0=high} => {SBRF_2=low},0.1511751974,0.4330626146,0.9127901399
162,{SBPA_0=high} => {SBFL_2=low},0.2151632473,0.6163653829,0.9108313207
154,{SBPA_0=high} => {SBFZ_3=low},0.1831234948,0.5245830059,0.9077809844
158,{SBPA_0=high} => {SBFL_0=low},0.1942505259,0.5564579513,0.8975066465
159,{SBPA_0=high} => {SBGO_0=low},0.198244063,0.5678980002,0.8973822487
160,{SBPA_0=high} => {SBFL_1=low},0.2072371429,0.5936599424,0.8956778166
151,{SBPA_0=high} => {SBVT_3=low},0.1662652806,0.4762902803,0.8883692537
155,{SBPA_0=high} => {SBFZ_2=low},0.1829405847,0.5240590341,0.8871707951
145,{SBPA_0=high} => {SBRF_1=low},0.1441331586,0.412889704,0.8684848322
148,{SBPA_0=high} => {SBVT_0=low},0.1530957534,0.4385643175,0.8661704683
150,{SBPA_0=high} => {SBVT_2=low},0.1549553395,0.4438913632,0.8644089277
149,{SBPA_0=high} => {SBVT_1=low},0.1470902052,0.4213605799,0.8268659429
